"selection1_name","selection1_url","selection1_Biography"
"Barry Levinson","https://www.imdb.com/name/nm0001469?ref_=nmls_hd","Barry Lee Levinson was born in Baltimore, Maryland, to Violet (Krichinsky) and Irvin Levinson, who worked in furniture and appliance. He is of Russian Jewish descent. Levinson graduated from high school in 1960, attended college at American University in Washington, DC. He did well, but decided he wanted to go to Los Angeles. In LA, Levinson worked for the Oxford Company, studying acting, improvisation, and production; worked in comedy clubs, where he learned how to write; and began dating Valerie Curtin. In 1967, won a job writing for a local TV comedy show. He eventually performed his material on the show, winning a local Emmy. In the 70s, Levinson wrote for The Carol Burnett Show (1967) -- and won two Emmys in three years. Mel Brooks hired him for Silent Movie (1976), then, High Anxiety (1977). Levinson and Curtin married in 1975. They co-wrote: _...And Justice for All (1979)_, and other scripts. While Curtin performed in San Francisco, he wrote Diner (1982). MGM bought it and, with a budget of under $5 million, Levinson directed. Curtin and Levinson divorced in 1982. Levinson met Dianna Rhodes while he was filming Diner (1982). She lived in Baltimore, with her two children Patrick and Michelle Levinson. Levinson and Rhodes later married and had two more children, Sam Levinson and Jack Levinson. Proving himself as a director with The Natural (1984), he tackled his most ambitious project to that time in Rain Man (1988). Levinson went on to place his stamp on films like Good Morning, Vietnam (1987), and Bugsy (1991). After his many successes, Toys (1992) did poorly. Levinson had a hit with Disclosure (1994) in 1994, the same year the Levinsons moved to Marin County in Northern California to get away from the Hollywood scene."
"Terrence Malick","https://www.imdb.com/name/nm0000517?ref_=nmls_hd","Terrence Malick was born in Ottawa, Illinois. His family subsequently lived in Oklahoma and he went to school in Austin, Texas. He did his undergraduate work at Harvard, graduating summa cum laude with a degree in philosophy in 1965.
A member of the Phi Beta Kappa honor society, he attended Magdalen College, Oxford on a Rhodes scholarship, but did not finish his thesis on Martin Heidegger, allegedly because of a disagreement with his advisor. Returning to the States, he taught philosophy at M.I.T. and published a translation of Heidegger's ""Vom Wesen des Grundes"" as ""The Essence of Reasons"". Malick did not get his PhD in philosophy: Instead, he attended the American Film Institute Conservatory in its inaugural year (1969), taking a Masters of Fine Arts degree in film-making. His masters thesis was the seventeen-minute comedy short Lanton Mills (1969), which starred Warren Oates and Harry Dean Stanton. Malick himself acted in the short.
At A.F.I., Malick made a lasting association with Jack Fisk, who would establish himself as an Oscar-nominated art director and production designer and serve as art director on all of Malick's films. He also picked up Mike Medavoy as an agent, who got Malick work doctoring scripts and marketed his original ones. He wrote the screenplay for the 1972 Alan Arkin trucker movie Deadhead Miles (1972), which was many miles from Harvard let along Oxford, and for the 1972 Paul Newman-Lee Marvin contemporary oater Pocket Money (1972), another departure from fields of academia. ""Deadhead Miles"" was dumped by Paramount as unreleasable and ""Pocket Money"", despite being headlined by two Top Ten Box Office stars, flopped. It was an inauspicious start to a legendary career, but it influenced Malick to begin directing his own scripts.
His first two films were the now critically acclaimed Badlands (1973) and Days of Heaven (1978). He then took a self-imposed retirement of nearly two decades from film-making before lensing his 1998 adaptation of James Jones's The Thin Red Line (1998), which was nominated for 7 Academy Awards, including nods for Malick for directing and adapted screenplay.
Adopting a Kubrickian pace of movie-making, he directed The New World (2005) and the autobiographical The Tree of Life (2011) with gaps of only seven and six years, respectively, between release. However, he reportedly was working on ideas for ""The Tree of Life"" since the late 70s, including exposing footage that found its way into his finished film.
In an unprecedented burst of productivity, he shot his next four films, To the Wonder (2012), Knight of Cups (2015), an as-yet unnamed drama and the cosmic documentary Voyage of Time: Life's Journey (2016) back-to-back during and immediately after completing the long editing process of ""Tree of Life"". Like Stanley Kubrick, Malick usually takes well over a year to edit his films. All three are highly anticipated by cineastes the world over."
"Todd Haynes","https://www.imdb.com/name/nm0001331?ref_=nmls_hd","Todd Haynes was always interested in art, and made amateur movies and painted while he was still a child. He attended Brown university and majored in art and semiotics. After he graduated he moved to New York City and made the controversial short film Superstar: The Karen Carpenter Story (1987). The movie uses dolls instead of actors to tell the the story of the late Karen Carpenter. The movie was a success at several film festivals, and because of a lawsuit by Richard Carpenter (over musical rights) is very hard to see but it is a true classic for bootleg video buyers. His first feature, Poison (1991) was even more controversial. The film was attacked by conservatives and Christians who said it was pornographic, but it won the Grand jury prize at the Sundance Film Festival. It is now considered a seminal work of the new queer cinema. His short film Dottie Gets Spanked (1993) was aired on PBS. His next feature film Safe (1995) told the story of a women played by his good friend, Julianne Moore, suffering from a breakdown caused by a mysterious illness. Many thought the film was a metaphor of the Aids virus. The movie was a considered to be an outstanding work and one of the best films of the year. In Velvet Goldmine (1998), starring Christian Bale and Ewan McGregor, he combines the visual style of 60s/70s art films and his love for glam rock music to tell the story of a fictional rock star's rise and fall. Far from Heaven (2002), set in the 1950s and starring Julianne Moore and Dennis Quaid, is about a Connecticut housewife who discovers that her husband is gay, and has an affair with her black gardener, played by Dennis Haysbert. The film was a critical and box office success, garnering four Academy Awards. It was hailed as a breakthrough for independent film, and brought Haynes mainstream recognition. With I'm Not There (2007), Haynes returned to the theme of musical legend bio, portraying Bob Dylan via seven fictive characters played by six different actors. The film brought him critical claim, with special attention to the casting of Cate Blanchett as arguably the most convincing of the Dylan characters, for which she received an Academy Award nomination. In 2011, Haynes directed Mildred Pierce, a five-hour miniseries for HBO starring Kate Winslet in the title role. His new feature film Carol (2015) with Cate Blanchett premiered at the Cannes International Festival 2015 to rave reviews and won Best Actress for Rooney Mara."
"Sam Raimi","https://www.imdb.com/name/nm0000600?ref_=nmls_hd","Highly inventive U.S. film director/producer/writer/actor Sam Raimi first came to the attention of film fans with the savage, yet darkly humorous, low-budget horror film, The Evil Dead (1981). From his childhood, Raimi was a fan of the cinema and, before he was ten-years-old, he was out making movies with an 8mm camera. He was a devoted fan of The Three Stooges, so much of Raimi's film work in his teens, with good friends Bruce Campbell and Rob Tapert, was slapstick comedy based around what they had observed from ""Stooges"" movies.
Among the three of them, they wrote, directed, produced and edited a short horror movie titled Within the Woods (1978), which was then shown to prospective investors to raise the money necessary to film The Evil Dead (1981). It met with lukewarm interest in the U.S. with local distributors, so Raimi took the film to Europe, where it was much more warmly received. After it started gaining positive reviews and, more importantly, ticket sales upon its release in Europe, U.S. distributors showed renewed interest, and ""Evil Dead"" was eventually released stateside to strong box office returns. His next directorial effort was Crimewave (1985), a quirky, cartoon-like effort that failed to catch fire with audiences. However, he bounced back with Evil Dead II (1987), a racier and more humorous remake/sequel to the original ""Dead"" that did even better at the box office. Raimi was then given his biggest budget to date to shoot Darkman (1990), a comic book-style fantasy about a scarred avenger. The film did moderate business, but Raimi's strong visual style was evident throughout the film via inventive and startling camera work that caught the attention of numerous critics.
The third chapter in the Evil Dead story beckoned, and Raimi once again directed buddy Campbell as the gritty hero ""Ash"", in the Gothic horror Army of Darkness (1992). Raimi surprised fans when he took a turn away from the fantasy genre and directed Gene Hackman and Sharon Stone in the sexy western, The Quick and the Dead (1995); four years later, he took the directorial reins on A Simple Plan (1998), a crime thriller about stolen money, starring Bill Paxton and Bridget Fonda. In early 1999, he directed the baseball film, For Love of the Game (1999), and, in 2000, returned to the fantasy genre with a top-flight cast in The Gift (2000). In 2002, Raimi was given a real opportunity to demonstrate his dynamic visual style with the big-budget film adaptation of the Stan Lee comic book superhero, Spider-Man (2002), and fans were not disappointed. The movie was strong in both script and effects, and was a runaway success at the box office. Of course, Raimi returned for the sequel, Spider-Man 2 (2004), which surpassed the original in box-office takings."
"Neil LaBute","https://www.imdb.com/name/nm0001438?ref_=nmls_hd","Acclaimed and highly discussed filmmaker Neil LaBute has made himself a force to be reckoned with and a name to watch. With his true-to-life cynical and self-absorbed characters and all-too-true social themes, he has firmly established himself as an unforgiving judge of the ugliest side of human nature.
LaBute was originally a playwright. He attended Brigham Young University and took theater as his major. Many say that Pulitzer-Prize winner David Mamet was a strong influence on him. He chose to attack subjects that many people don't really want to talk about and showed the way that people really talk among themselves. His first stage piece, an off-off-Broadway play which was entitled ""Filthy Talk for Troubled Times"", debuted in 1989 and it featured two men just sitting around a bar and making small talk and ridiculing women, minorities, homosexuals and their ways, in a manner not unlike the conversations in his In the Company of Men (1997). The foul-mouthed play was, not unsurprisingly, a hit with the critics.
After LaBute graduated from the University of Kansas and New York University, he got a scholarship to London's Royal Court Theatre in the US in Chicago, Los Angeles and New York City. Then he got into cinema. He made his films like his plays: showing characters just sitting and talking and revealing how evil, scared, ignorant, arrogant, emotionally wounded, delusional, disillusioned and cynical they are.
LaBute made his first major mark with the low-budget (and frighteningly realistic) cautionary fable In the Company of Men (1997), about two sexist male office co-workers fed up with what they believe is the way women have taken over American society and how it is no longer a man's world. They set out to find a vulnerable woman - one looking for male attention - and wine her, dine her, then cruelly dump her, just to gain some ""dignity"" for their gender. Shot for $25,000 in less than two weeks, the film won the Sundance Filmmaker's trophy, awards for LaBute's screenplay and the star Aaron Eckhart's performance as a heartless and misogynist creep with ambition and cockiness to spare.
His next movie and sophomore cinema effort, Your Friends and Neighbors (1998), was considerably less well-received (a casualty of what is often referred to as ""the sophomore jinx""). The film was about a group of six very different, but misanthropic people (three men and three women) connected by their relationships; when unhappy in them, they begin to shamelessly lie and cheat on one another with their lovers, and even with their friends. The movie got some strong reviews, but other reviewers felt LaBute was pretty much repeating himself. The prevailing attitude seeming to be that this time he had made an entire movie with all of its characters being nothing but villains, so why should anyone care about or want these six unlikable people to ever find happiness?
Nurse Betty (2000) was LaBute's next directorial effort, from a script he didn't write himself. It was was a radical departure from LaBute's other work, about a sweet-natured waitress obsessed with a particular soap opera and especially the show's star, George McCord (Greg Kinnear). The film received the Cannes Film Festival's Best Screenplay trophy for its authors. Renée Zellweger was honored with a Golden Globe Award. LaBute had finally made a good-nature, mainstream film, and a damn good one, but he didn't spend ALL his time basking - he had put out several other things that year, such as a TV movie based on his ""Bash"" plays and another original work entitled Tumble (2000), none of which got wide recognition.
In 2002 LaBute got himself noticed again with another less-caustic movie - a costume period piece called Possession (2002), based on the best-selling novel, which many believed to be about his love for early English culture. It starred LaBute stalwart Eckhart and Gwyneth Paltrow, who specializes in having the most authentic sounding British accent around. It wasn't a huge box-office success, but it did have many fervent admirers.
In 2003 LaBute brought to the screen another adaptation of his own work, a play he wrote and directed and had performed in England. He brought his original cast (Paul Rudd, Rachel Weisz, Gretchen Mol and Frederick Weller) back to appear in this one. It was entitled The Shape of Things (2003), about how a seductive art student, named Evelyn, takes Paul, a nerdy, insecure, out-of-shape guy, and begins molding him to look more and more desirable, much to the confusion of his friends. He enjoys being desirable, but is unaware of where all this remodeling will lead as Evelyn gets more and more possessive and controlling.
With pieces like ""In the Company of Men"" and Your Friends and Neighbors (1998), LaBute has proven that he has his hand on the pulse and minds of everyday and ordinary people (not heroes or villains), just average people who sound and behave horribly for no reason, and you cringe all the more because you know and identify with those characters. With ""Nurse Betty"" and ""Possession"", however, LaBute has shown that he has more than just one really incredibly note. He's no one-hit wonder. Here is a man whose entire body of work should be watched and studied by all."
"David Fincher","https://www.imdb.com/name/nm0000399?ref_=nmls_hd","David Fincher was born in 1962 in Denver, Colorado, and was raised in Marin County, California. When he was 18 years old he went to work for John Korty at Korty Films in Mill Valley. He subsequently worked at ILM (Industrial Light and Magic) from 1981-1983. Fincher left ILM to direct TV commercials and music videos after signing with N. Lee Lacy in Hollywood. He went on to found Propaganda in 1987 with fellow directors Dominic Sena, Greg Gold and Nigel Dick. Fincher has directed TV commercials for clients that include Nike, Coca-Cola, Budweiser, Heineken, Pepsi, Levi's, Converse, AT&T and Chanel. He has directed music videos for Madonna, Sting, The Rolling Stones, Michael Jackson, Aerosmith, George Michael, Iggy Pop, The Wallflowers, Billy Idol, Steve Winwood, The Motels and, most recently, A Perfect Circle.
As a film director, he has achieved huge success with Se7en (1995), Fight Club (1999) and, Panic Room (2002)."
"Michael Mann","https://www.imdb.com/name/nm0000520?ref_=nmls_hd","A student of London's International Film School, Michael Mann began his career in the late 70s, writing for TV shows like Starsky and Hutch (1975). He directed his first film, the award-winning prison drama The Jericho Mile (1979), in 1979. He followed that in 1981 with his first theatrical release, Thief (1981) starring James Caan as a safe-cracker who falls under the spell of the mob. He followed with The Keep (1983), an adaptation of F. Paul Wilson's novel about a mysterious force within a Nazi fortress. He hit it big in 1984, when he produced and created the long-running TV series Miami Vice (1984), which made Don Johnson a household name. He followed that up in 1986 with the underrated, lesser-known TV series, Crime Story (1986), and the thriller Manhunter (1986) a precursor of The Silence of the Lambs (1991). He spent the next few years involved in television, directing films like L.A. Takedown (1989) and producing films like the Emmy-winning Drug Wars: The Camarena Story (1990). In 1992, he returned to feature film with the box-office hit The Last of the Mohicans (1992), which starred Daniel Day-Lewis and Madeleine Stowe."
"Todd Solondz","https://www.imdb.com/name/nm0001754?ref_=nmls_hd","Todd Solondz was born in Newark, New Jersey. One of his earliest jobs in the film industry was when, as a young man, he worked as a messenger for the Writers' Guild of America. During this time, he wrote several screenplays.
Solondz's first color film with sync sound was the short ""Schatt's Last Shot"" (1985). Solondz played a high schooler who wants to get into Stanford, but cannot because his sadistic gym teacher fails him. He also has no luck seducing the girl he desires. It was a student film, and is still screened at NYU, where Solondz made it.
Solondz's first feature was Fear, Anxiety & Depression (1989), a piece about a writer (Solondz) writing a play and sending it to Samuel Beckett.
Solondz found great critical acclaim with his second feature, Welcome to the Dollhouse (1995), a film about the cruelty of junior high school, parents, adult figures, and suburban life. The film won awards at Sundance, Berlin, and countless other festivals for its cruel realism, bitter humor, and unflinching portrayal of adolescence.
His third feature effort, Happiness (1998), was a wildly edgy and provocative film. The film revolves around a group of people who are miserable in their conventional lifestyles and pursue happiness in various forms of perverse sexuality. It featured a murderer, a rapist, a pedophile, and a man who harasses others with sexually obscene phone calls The film incited major controversy and was dropped by its original distributor, only to be picked up by another company. One of the particularly controversial aspects of the film was the element of the child psychologist as a repressed pedophile. In the film, he molests his son's friend at a sleep-over; but the character was sympathetic and deftly presented. Once again, the film was lauded with numerous awards and strong critical praise.
Solondz made it clear he was not softening up with his next effort, Storytelling (2001), which was about the artistic process. The film is divided into two halves, ""Fiction"" and ""Non-Fiction."" ""Fiction"" centers on a character in a creative-writing class, and ""Non- Fiction"" on a desperate filmmaker making a documentary about a depressed, listless, unmotivated teenager. ""Fiction"" concerns how fictional stories can be used to distort rather than illuminate reality, which is displayed via the exploits of the protagonist, a college student in a creative writing class. The film was in danger of being rated NC-17due to a racially charged sex scene. Solondz's response to the threat of the NC-17 was quite clever (and a bit tongue-in-cheek). Instead of trimming the scene, he simply blocked the image of the copulation with a large orange box. The film got an R rating. ""Nonfiction"" was loaded with social commentary. Topics covered in this part included a listless teenager and his overbearing family, homosexuality's current parallels to the scarlet letter, drug use, gun control in the home, and one's capability to murder.
Solondz's next film was Palindromes (2004), which was also controversial, due to the fact that the protagonist was played by eight people of differing size, race, and gender.
Solondz has established himself as a consistently engaging and unique filmmaker, as opposed to just one more cookie-cutter conformist director making his movies on the Hollywood assembly line. He is a real writer and filmmaker, agent provocateur, and a force with which to be reckoned."
"M. Night Shyamalan","https://www.imdb.com/name/nm0796117?ref_=nmls_hd","Born in Puducherry, India, and raised in the posh suburban Penn Valley area of Philadelphia, Pennsylvania, M. Night Shyamalan is a film director, screenwriter, producer, and occasional actor, known for making movies with contemporary supernatural plots.
He is the son of Jayalakshmi, a Tamil obstetrician and gynecologist, and Nelliate C. Shyamalan, a Malayali doctor. His passion for filmmaking began when he was given a Super-8 camera at age eight, and even at that young age began to model his career on that of his idol, Steven Spielberg. His first film, Praying with Anger (1992), was based somewhat on his own trip back to visit the India of his birth. He raised all the funds for this project, in addition to directing, producing and starring in it. Wide Awake (1998), his second film, he wrote and directed, and shot it in the Philadelphia-area Catholic school he once attended--even though his family was of a different religion, they sent him to that school because of its strict discipline.
Shyamalan gained international recognition when he wrote and directed 1999's The Sixth Sense (1999), which was a commercial success and later nominated for six Academy Awards, including Best Picture, Best Director and Best Original Screenplay. Shyamalan team up again with Bruce Willis in the film Unbreakable (2000), released in 2000, which he also he also wrote and directed.
His major films include the science fiction thriller Signs (2002), the psychological thriller The Village (2004), the fantasy thriller Lady in the Water (2006), The Happening (2008), The Last Airbender (2010), After Earth (2013), and the horror films The Visit (2015) and Split (2016)."
"Darren Aronofsky","https://www.imdb.com/name/nm0004716?ref_=nmls_hd","Darren Aronofsky was born February 12, 1969, in Brooklyn, New York. Growing up, Darren was always artistic: he loved classic movies and, as a teenager, he even spent time doing graffiti art. After high school, Darren went to Harvard University to study film (both live-action and animation). He won several film awards after completing his senior thesis film, ""Supermarket Sweep"", starring Sean Gullette, which went on to becoming a National Student Academy Award finalist. Aronofsky didn't make a feature film until five years later, in February 1996, where he began creating the concept for Pi (1998). After Darren's script for Pi (1998) received great reactions from friends, he began production. The film re-teamed Aronofsky with Gullette, who played the lead. This went on to further successes, such as Requiem for a Dream (2000), The Wrestler (2008) and Black Swan (2010). Most recently, he completed the films Noah (2014) and Mother! (2017)."
"Steven Soderbergh","https://www.imdb.com/name/nm0001752?ref_=nmls_hd","Steven Andrew Soderbergh was born on January 14, 1963 in Atlanta, Georgia, USA, the second of six children of Mary Ann (Bernard) and Peter Soderbergh. His father was of Swedish and Irish descent, and his mother was of Italian ancestry. While he was still at a very young age, his family moved to Baton Rouge, Louisiana, where his father was a professor and the dean of the College of Education at Louisiana State University. While still in high school, around the age of 15, Soderbergh enrolled in the university's film animation class and began making short 16-millimeter films with second-hand equipment, one of which was the short film ""Janitor"". After graduating high school, he went to Hollywood, where he worked as a freelance editor. His time there was brief and, shortly after, he returned home and continued making short films and writing scripts.
His first major break was in 1986 when the rock group Yes assigned him to shoot a full-length concert film for the band, which eventually earned him a Grammy nomination for the video, Yes: 9012 Live (1985). Following this achievement, Soderbergh filmed Winston (1987), the short-subject film that he would later expand into Sex, Lies, and Videotape (1989), a film that earned him the Cannes Film Festival's Palme d'Or Award, the Independent Spirit Award for Best Director, and an Oscar nomination for Best Original Screenplay. Over the next six years, he was married to actress Betsy Brantley and had a daughter named Sarah Soderbergh, who was born in 1990.
Also during this time, he made such films as Kafka (1991), King of the Hill (1993), The Underneath (1995) and Gray's Anatomy (1996), which many believed to be disappointments. In 1998, Soderbergh made Out of Sight (1998), his most critically and commercially successful film since Sex, Lies, and Videotape (1989). Then, in 2000, Soderbergh directed two major motion pictures that are now his most successful films to date: Erin Brockovich (2000) and Traffic (2000). These films were both nominated for Best Picture Oscars at the 2001 Academy Awards and gave him the first twin director Oscar nomination in almost 60 years and the first ever win. He won the Oscar for Best Director for Traffic (2000) at the 2001 Oscars."
"David Lynch","https://www.imdb.com/name/nm0000186?ref_=nmls_hd","Born in 1946 in Missoula, Montana, David Lynch was raised in small-town America. After high school, he went to Boston to attend the School of the Museum of Fine Arts. Shortly after that, he planned a three-year trip to Europe to work on his art, but didn't take to it and left after 15 days. In 1977, he released his first film Eraserhead (1977), which, although not critically acclaimed, was noticed by many people, including Francis Ford Coppola, who was rumored to have screenings of it for his cast and crew on the Apocalypse Now (1979) set. After a stream of visually striking films such as Blue Velvet (1986), Lost Highway (1997) and Mulholland Drive (2001). These films and others, beginning with Blue Velvet (1986), and including his Twin Peaks (1990) T.V. series, feature what has now been added to signature Lynch features, such as vibrant colors, the use of dreams and montage to connect character thought and multiple emotions into one sequence. In addition to that, since Blue Velvet (1986), Lynch has gained the reputation of one of the foremost auteurs in the film industry, and one of the few living auteurs who continually defies cinematic convention. His films continually represent his ideal that films, representing life, should be complex, and in some cases, inexplicable. Due to his decisive innovation and the beautiful confusion of his films, he will always be recognized as if not one of the greatest film-makers, one of the most original. Lynch is an innovative director, and even if his films aren't necessarily realistic, they are real in their representation of what life is: a confusing, irrational series of events that have little purpose, and one makes one's own interpretation of each event, giving life one's own purpose. Lynch wants his films to resonate emotionally and instinctively, and for every person to relate and find its own understanding. As he said, ""Life is very, very confusing, and so films should be allowed to be, too"". David Lynch is original. He has done things in film-making that D.W. Griffith did in his day. David Lynch will never stop making beauty on the screen."
"Richard Linklater","https://www.imdb.com/name/nm0000500?ref_=nmls_hd","Self-taught writer-director Richard Stuart Linklater was born in Houston, Texas, to Diane Margaret (Krieger), who taught at a university, and Charles W. Linklater III. Richard was among the first and most successful talents to emerge during the American independent film renaissance of the 1990s. Typically setting each of his movies during one 24-hour period, Linklater's work explored what he dubbed ""the youth rebellion continuum,"" focusing in fine detail on generational rites and mores with rare compassion and understanding while definitively capturing the 20-something culture of his era through a series of nuanced, illuminating ensemble pieces which introduced any number of talented young actors into the Hollywood firmament. Born in Houston, Texas, Linklater suspended his educational career at Sam Houston State University in 1982, to work on an offshore oil rig in the Gulf of Mexico. He subsequently relocated to the state's capital of Austin, where he founded a film society and began work on his debut film, 1987's It's Impossible to Learn to Plow by Reading Books (1988). Three years later he released the sprawling Slacker (1990), an insightful, virtually plotless look at 1990s youth culture that became a favorite on the festival circuit prior to earning vast acclaim at Sundance in 1991. Upon its commercial release, the movie, made for less than $23,000, became the subject of considerable mainstream media attention, with the term ""slacker"" becoming a much-overused catch-all tag employed to affix a name and identity to America's disaffected youth culture."
"Todd Field","https://www.imdb.com/name/nm0276062?ref_=nmls_hd","William Todd Field was born in Pomona, California, and began acting after graduating from high school in Portland, Oregon, where he was raised. A budding jazz musician as well, he skipped college in favor of a move east to New York to study acting. Once there, he began performing with the Ark Theatre Company as both an actor and musician.
Field subsequently won a role in Woody Allen's nostalgic Radio Days (1987). Then had an independent Spirit Award-nominated turn in'Victor Nunez (I)''s Sundance Film Festival Grand jury Prize-winner Ruby in Paradise (1993). He also starred in Nicole Holofcener's_Walking and Talking (1996)_ which won the Grand Special Prize at the Deauville Film Festival. Other credits include Scott Ziehl's_Broken Vessels (1998)_ in which Field starred and produced, and'Stanley Kubrick''s final masterpiece, Eyes Wide Shut (1999) in which he played the mysterious ""Nick Nightingale"".
In 1999, Kevin Thomas of the Los Angeles Times wrote, ""Field has a deceptive facade of all-American clean-cut looks that allows him to suggest a wide range of emotions and thoughts behind such a regular-guy appearance; in ""Ruby in Paradise"" he expressed such uncommon decency and intelligence you had to wonder how Ashley Judd's hardscrabble Ruby could ever have considered letting him get away. In ""Eyes Wide Shut"" he's the likable med school dropout turned saloon piano player, and in Broken Vessels he's an increasingly raging sociopath. In all these roles Field has the precious gift of being able to surprise you and to command your attention on screen.""
However, it was precisely at this point in his career that Field decided to leave acting behind and try instead to make a name for himself as a writer/director.
His first film When I Was a Boy (1993) was selected by the Film Society of Lincoln Center as part of their New Directors/New Films series and was shown at the Museum of Modern Art.
His next film, Nonnie & Alex (1995) received both the Special Jury Award at the Sundance Film Festival and the Best Film prize at the Aspen Film Festival. The film was honored with a special citation from the Academy of Television Arts & Sciences and Field was honored with the Franklin J. Schaffner Award for Excellence from the AFI, one of the highest honors the institute ever bestows upon a filmmaker.
In 2001, Field made his feature writing/directing debut with In the Bedroom (2001), an intensely emotional portrayal of the repercussions of family tragedy on a New England couple. The film received five Academy Award nominations, three Golden Globe nominations, and Field was named both Screenwriter and Director of the year by the National Board of Review. Internationally acclaimed by critics, the film was named Best Picture of the Year by The New York Times, The New Yorker, The Wall Street Journal, New York Magazine, The New York Observer, and the Los Angeles Film Critics Association.
In 2006, Field co-wrote and directed Little Children (2006). The film, starring Kate Winslet and Patrick Wilson, won numerous awards from the nation's top critics associations including writing awards for Field and Perrotta. The movie received three Golden Globe nominations including Best Picture of the Year, and was nominated for three Academy Awards."
"Wes Anderson","https://www.imdb.com/name/nm0027572?ref_=nmls_hd","Wesley Wales Anderson was born in Houston, Texas. His mother, Texas Ann (Burroughs), is an archaeologist turned real estate agent, and his father, Melver Leonard Anderson, worked in advertising and PR. He has two brothers, Eric and Mel. Anderson's parents divorced when he was a young child, an event that he described as the most crucial event of his brothers and his growing up. During childhood, Anderson also began writing plays and making super-8 movies. He was educated at Westchester High School and then St. John's, a private prep school in Houston, Texas, which was later to prove an inspiration for the film Rushmore (1998).
Anderson attended the University of Texas in Austin, where he majored in philosophy. It was there that he met Owen Wilson. They became friends and began making short films, some of which aired on a local cable-access station. One of their shorts was Bottle Rocket (1994), which starred Owen and his brother Luke Wilson. The short was screened at the Sundance Film Festival, where it was successfully received, so much so that they received funding to make a feature-length version. Bottle Rocket (1996) was not a commercial hit, but it gained a cult audience and high-profile fans, which included Martin Scorsese.
Success followed with films such as Rushmore (1998), The Life Aquatic with Steve Zissou (2004), The Royal Tenenbaums (2001) and an animated feature, Fantastic Mr. Fox (2009). The latter two films earned Anderson Oscar nominations."
"Jill Sprecher","https://www.imdb.com/name/nm0819613?ref_=nmls_hd","After graduating from the University of Wisconsin with a degree in philosophy and literature, she moved to NewYork to study film and has since made Manhattan her home. She has worked as a coordinator, production manager and line producer on both studio and independent features. She studied film directing with Robert Wise and, prior to making her directorial debut with Clockwatchers (1997), she studied improvisational technique in Manhattan. For five years she served as a judge for cable television ACE Awards. _Clockwatchers(1997)_ debuted at the Sundance Film Festival and went on to screen at over a dozen international festivals. It won a Best Film prize at the Torino International Festival of Young Cinema of 1997."
"Spike Lee","https://www.imdb.com/name/nm0000490?ref_=nmls_hd","Spike Lee was born Shelton Jackson Lee on March 20, 1957, in Atlanta, Georgia. At a very young age, he moved from pre-civil rights Georgia, to Brooklyn, New York. Lee came from artistic, education-grounded background; his father was a jazz musician, and his mother, a schoolteacher. He attended school in Morehouse College in Atlanta and developed his film making skills at Clark Atlanta University. After graduating from Morehouse, Lee attended the Tisch School of Arts graduate film program. He made a controversial short, The Answer (1980), a reworking of D.W. Griffith's The Birth of a Nation (1915), a ten-minute film. Lee went on to produce a 45-minute film Joe's Bed-Stuy Barbershop: We Cut Heads (1983) which won a student Academy Award. In 1986, Spike Lee made the film, She's Gotta Have It (1986), a comedy about sexual relationships. The movie was made for $175,000, and earned $7 million at the box office, which launched his career and allowed him to found his own production company, 40 Acres and a Mule Filmworks. His next movie was School Daze (1988), which was set at a historically black school, focused mostly on the conflict between the school and the Fraternities, of which he was a strong critic, portraying them as materialistic, irresponsible, and uncaring. With his School Daze (1988) profits, Lee went on to make his landmark film, Do the Right Thing (1989), a movie based specifically his own neighborhood in Brooklyn, New York. The movie portrayed the racial tensions that emerge in the Bed-Stuy neighborhood on one very hot day. The movie garnered Oscar nominations for Best Original Screenplay, for Danny Aiello for supporting actor, and sparked a debate on racial relations. Lee went on to produce and direct the jazz biopic Mo' Better Blues (1990), the first of many Spike Lee films to feature Denzel Washington, including the biography of Malcolm X (1992), in which Washington portrayed the civil rights leader. The movie was a success, and garnered an Oscar nomination for Washington. The pair would work together again on He Got Game (1998), an excursion into the collegiate world showing the darker side of college athletic recruiting, as well as the 2006 film Inside Man (2006). Spike Lee's role as a documentarian has expanded over the years, highlighted by his participation in Lumière and Company (1995), the Oscar-nominated 4 Little Girls (1997), to his Peabody Award-winning biographical adaptation of Black Panther leader in A Huey P. Newton Story (2001), through his 2005 Emmy Award-winning examination of post-Katrina New Orleans in When the Levees Broke: A Requiem in Four Acts (2006) and its follow-up five years later If God Is Willing and da Creek Don't Rise (2010). Through his production company 40 Acres and A Mule Filmworks, Lee continues to create and direct both independent films and projects for major studios, as well as working on story development, creating an internship program for aspiring filmmakers, releasing music, and community outreach and support. He is married to Tonya Lewis Lee, and they have two sons, Satchel and Jackson."
"Spike Jonze","https://www.imdb.com/name/nm0005069?ref_=nmls_hd","Spike Jonze made up one-third (along with Andy Jenkins and Mark Lewman) of the triumvirate of genius minds behind Dirt Magazine, the brother publication of the much lamented ground-breaking Sassy Magazine. These three uncommon characters were all editors for Grand Royal Magazine as well, under the direction of Mike D and Adam Horovitz and Adam Yauch before the sad demise of Grand Royal Records. Jonze was also responsible for directing the famous Beastie Boys: Sabotage (1994) short film as well as numerous other music videos for various artists."
